config1;config2;config3;config4;config5;config6;config7;config8;config9;config10;config11;config12;config13;config14;config15;config16;config17;config18;config19;config20;config21;config22;config23;config24;config25;config26;config27;config28;config29;config30;config31;config32
1.0112036517829317;0.9986312085462221;1.2394452833427811;0.9980136895824065;1.0154719262884964;1.0408476637999509;1.061110378045274;0.9980417717873271;1.5978176260511088;0.9980641053139135;1.5164705497679314;1.0057882068648423;2.0890665928815073;1.0031400702294007;1.0085763746488476;0.9980047062872218;2.799960546118071;0.9988201359178536;1.3832932537316993;1.0004761265158897;3.3230081040091717;1.7094210448146456;1.9932943304750803;1.0347000226614125;2.052991257863893;0.9985504774093175;1.0028780013523173;1.0275399601309587;2.0684525814914547;1.0190108562929858;0.9992123326516322;1.0117204886249904
1.1701609014924395;2.5111002877931328;1.0099421362215264;1.0058011109773453;2.6996521167044434;1.0912220142221556;1.0478966876169142;0.998457053283949;1.298455260380372;0.9981411575945294;1.0066442410869643;1.0028292288756209;1.7038546165696447;1.0115337296597586;2.1273837147119146;0.9980038431625703;2.8764081697255404;1.9921060845627376;1.008521943242473;1.1390237737388955;1.0261989318279239;1.9359055985808777;2.951362663098929;1.0533255135897934;4.699651424104974;1.0037010707203526;0.9982782434157185;0.9983096045759207;6.658541627211875;2.0748077086765164;1.0865654339544277;0.9980143851013575
2.034287803608319;0.9980070058591023;1.237154573333631;0.9981382313873607;3.045995073375844;0.9980096447041306;1.2326893160811183;1.0008023613859527;1.9933336341676526;0.9981236223991147;1.086038675210457;0.9997314145440305;1.713282127441898;0.9989867396014191;0.9984943893943817;0.9981772243511342;1.4777950091892693;1.1682541677409144;0.9984848328820387;0.9980115067901978;1.1145147280440466;1.4249236894024233;1.0702313617673724;1.0927037613689572;1.0063214858204632;1.0033446409971134;1.016820082358022;1.0637876707907628;1.3349211104709233;1.00179620318704;1.0267838554763289;0.9988564184030138
0.998004892099417;1.0635273895492505;0.9980038407480667;0.9981651898150676;4.0527647703679675;1.0015177164438034;0.9980207049557337;1.0188699703984545;1.0011788234352605;1.0106160775931121;1.0107726337853118;1.0065261855658028;2.0852188229962523;0.9980043364531548;1.501783693037317;0.9980040224369324;3.060581601963221;1.1917218446401123;1.1327051771987495;0.9999214893550598;2.157051729284793;1.2542963891200654;1.0025271371595532;0.9981847565934285;3.1096370225199137;0.9986086345146119;1.5521091261053854;1.0912438145933896;5.6049801895543006;2.433072549856536;0.9980038478790352;1.0024409567835335
2.0157864019523872;1.014195239237952;1.4249099679767832;1.0540011952590709;2.040068624401883;1.2398823705072193;1.1185964953730692;1.0028128390398807;1.6914473032847133;1.002456260938283;0.9980039584292796;0.9984056468875155;1.6526051153147652;1.015500068354058;1.3471528975054647;1.0004925419468367;1.6914351629727704;1.2242666607772494;2.0202888613577916;1.0037701711441942;1.5245699374668837;1.0531775858858277;0.9988836468849153;1.0410057343313945;0.9980504735282157;1.0053721279447305;0.9983405675336754;1.0479508992986677;1.039286607696194;0.998952797779777;1.0407553219855339;1.014026670654134
3.317499771269447;1.1445554202553043;0.9983244714787961;1.0043547006701754;1.005960414501082;1.1849854876503196;1.1206090920219045;0.9980246163915935;2.2614825193471253;1.2524942317961134;1.007592509062344;1.0019733886930604;1.4223792017471009;1.1018675492053152;1.0147413558331542;1.0049464806976132;2.0369481693708074;1.190061842746447;3.026321387663252;1.0270689762747323;2.1261001808535167;1.0351469781738667;1.0000559147510046;1.0213051844038366;1.0011049807022212;0.9980062905544776;0.9987715602672782;1.0249506359070655;4.9508597730686015;0.998127421357742;1.9505837548866105;0.9988456933502969
1.0006356137020265;1.0607027041599157;0.9983939298287247;0.9980186764401746;2.171319488230501;0.9980447805968053;1.9980368506519985;1.0021941932942204;1.2287630315635107;1.0878759197968055;1.0106756121906513;0.9996178408649983;1.1387547900691382;1.5888461707878538;0.9980248575119911;0.9989452365042323;1.5212272754940381;1.0415995305240566;1.0271049986295853;1.0012355717318124;2.9861100163349557;1.0118649018684724;2.147813385446067;1.1363081879986696;2.1507195802802266;0.9985468220084891;1.0072868787687537;1.0302258329324465;1.8698922971290934;1.0039302000244241;1.0153199330461584;0.9980194434529732
1.185491908751854;1.001182924228153;0.998153435706519;0.9980069361276468;2.987926571230267;0.9981567217386285;2.0287208011983284;0.9980821235232011;0.9998534416394879;1.1348813110010392;1.0170871734111284;0.9986452351888535;1.9658644756743768;1.137085188793345;1.9920325420808669;1.0048166371829714;3.2522081548576662;1.0046520296489798;1.1316937587952554;1.0061832117532765;3.358429691431865;0.9981867728630418;1.1689946403041787;1.069855480545499;1.0026098120532734;1.0253167035645832;1.665761010859133;0.9980707835375295;3.9799338060472618;1.0249255669245907;0.9984764598509686;0.9986567454986311
0.9980039309496199;0.9983358512948066;1.2565558822326444;1.0008397938539855;2.5165051859336804;0.9980040628908101;1.0816539325589147;1.007816047303088;1.0350322040815465;1.0079690569889967;1.0209338519536368;0.9989931730496293;3.1399993428824744;1.0430738549871008;0.999481628837611;0.9990050952309335;1.4122997046894699;1.0166998241649305;0.998225512199789;0.9980056616004073;2.553998873148234;1.014272720152337;0.9991472586065551;1.0029711822940093;1.13826861420668;1.0048208106526924;1.9941692081687858;1.013630905411957;0.9980172330692734;1.0064122619920701;0.9980091887514755;1.0029315158454886
1.1032959592558187;1.4025300113679486;1.1523929149824068;0.9980803042994151;1.7952720833005877;0.9980042746077011;0.998191478207236;0.9986046473992533;1.0394296909045282;1.1654379528042946;1.0198822238562937;1.010371738833489;1.9924742106304063;1.2041061933915245;1.002538420927414;0.9984853947920597;2.864436148273387;2.0380520569849283;0.998084904168438;0.9980091561380059;3.0632836234369787;1.0007432114734214;0.9985642309930225;0.9980469718635943;1.0026659500262152;1.054531612021321;1.2905108894956958;1.0084889999294764;2.982126975879031;1.0188738740887262;1.2637723072254041;1.1761712984014974
1.2137439566035804;0.9980081945990659;1.179823952097811;0.9987634416904707;2.0198125626045096;1.0023559366170163;0.9980341958952991;1.0107810914917443;2.595641495535642;1.7553636840548639;0.9994335132149231;0.9981238604733096;2.0227009153425066;1.0040186046368424;1.0007431833370382;1.0006666157982105;2.1259301696218413;0.9980070281207402;1.230752452109648;1.022808834014941;2.466866822528178;1.021057663408545;2.026245956830894;1.0004706663216014;1.0044788291151348;1.00516680449971;1.0622765720413367;1.4324145755037494;2.2425672942736377;1.0027791367991243;0.9995664214498633;1.0013361599880157
2.146065678721754;0.9984576229719733;1.0035449717147513;0.9980833417873939;3.7083156536100765;1.460307523760456;0.99816001977838;0.9980250176395643;2.0291727556018766;1.0285968117025088;1.065474680106084;1.0396153578723812;2.0513682352372866;1.1098834193475657;0.9983184364054734;0.9980433127642896;6.3649226048479415;1.0773846453473235;1.0018333752831023;1.0050280485843848;2.002682342101576;1.0002233518590444;1.0017977472769704;1.0099142623966855;2.5997193277094985;1.0417006248693714;2.1071670671362353;0.9988254399267259;3.9876961283395165;1.005677428934012;1.0445889337270242;0.9980124756434293
1.9970069130341324;1.5204587227425923;1.0423832578921939;0.9986603633466944;1.0343240931945046;1.0150969793534097;1.6492882336410921;0.9987880257951417;1.016227856138503;1.0088081331950771;1.0066069067066445;0.9995813504479784;0.9987850988283195;0.9981725895166449;1.0536387169198544;0.999403178241315;2.982542808766757;0.9988649356210725;1.4650125968663874;0.9980603434869737;2.0019320443290956;1.78731415011463;0.9993305512073187;1.0009883376407804;3.1591827395687426;1.1691663847943392;0.9980052486590102;0.9987281847396628;2.9965390643719694;1.031730033340568;2.510936102009845;0.9996194562981021
1.0276073353684454;2.059839576346706;1.7177532939783287;0.9980041938738722;1.003803735250986;1.0809166940359718;1.3033313754344205;1.0070037053573904;2.982193040826439;1.9922039961891218;0.9987144490233326;0.9980356894267994;2.5453868665153405;1.6125922858502153;1.0031641905548487;0.9980150301498276;2.374130624998367;2.0656306716171846;1.001766421274015;1.0208968275152555;4.010707421713758;1.0327697368291673;1.0098288157069057;0.9985040580959098;1.013266193725464;0.9980214593865929;1.0923932128489309;1.0571689579443435;2.0400728405418302;0.9999021903580422;1.42238513814268;0.998004039681339
3.0253079807597207;2.1829241482999624;0.9989564259486762;0.9980040032441478;1.0197307603064047;1.000190486832375;1.0028519066037844;0.9980042261498374;1.2098625046962952;0.9981083868061267;1.002661291835961;0.998130845524465;1.0685515684373852;1.2931073098213925;1.0419124170371095;0.9980097872846149;2.071950001419126;1.0101369487528766;2.9827095573454443;1.0520629943080628;1.063969914280264;1.0241201025340787;1.0919480102535186;1.0219409215166109;1.002705200862841;1.1089145903505744;1.0846888484135782;0.9980079791539186;5.111004165508727;1.000108899750988;1.8205144538677074;1.0011375282545163
3.0223968514043835;1.0259287413389446;1.0652100821452601;0.9987559902652897;2.0305762891146726;1.0270665991949204;0.9980038549886265;1.0259967181589766;2.005909689291312;1.1474165885797813;1.2656361174743753;0.9980039959437247;1.2024999919469765;0.9980040848245003;1.0158730981192767;0.9990571578909933;2.416783948867091;1.003120792694391;1.3618310343661513;1.005848293205034;3.1447566884947613;1.000179215747021;0.9981231002439337;0.9980149031686597;2.0172409746295163;1.4948445695052284;1.0377610802296153;1.035232018076785;1.9920501104177477;1.2729802963342247;0.9995903855510351;1.0536057595015345
1.2784933711483726;0.9980098574467928;0.9992685327671388;0.9981081601843658;1.230140882413712;0.9998296511710567;1.016072292718263;1.0007800786466596;1.0118729276932785;1.0185926928241729;1.1548392644851642;1.0010829415230982;2.4087554167740373;1.0013025391118358;0.9980165683620664;0.9986798992845077;1.0070983677438163;3.03413692163107;2.422750720037891;1.0412199374396898;1.0027603695585354;0.9986973093878767;1.0009603479554365;1.0106615957644054;2.0194710955536;2.0523322770106502;0.9980442927616009;1.0184259374559153;2.0110131785220977;0.9983275981034022;1.0448316625932559;0.9986870415015846
